Product Name,Price (₹),Rating,Number of Ratings,Number_of_Ratings
MSI Modern 14 Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN T...,"₹52,990",4.3,Not Found,4533
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDI...,"₹54,990",3.8,Not Found,1574
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light L...,"₹51,990",4.3,Not Found,2165
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"₹53,990",4.3,Not Found,3672
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,"₹40,690",4.7,Not Found,4818
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,"₹27,990",4.1,Not Found,1994
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹32,990",4.2,Not Found,97
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹32,990",4.2,Not Found,2615
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light L...,"₹27,990",4.1,Not Found,1015
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,"₹53,990",4.3,Not Found,1304
MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,"₹1,14,990",5.0,Not Found,4484
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO Busines...,"₹35,990",4.4,Not Found,3888
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹78,190",4.3,Not Found,730
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,"₹44,990",3.7,Not Found,408
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,"₹34,990",4.2,Not Found,4142
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,"₹14,990",3.8,Not Found,4843
DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,"₹36,720",4.1,Not Found,1442
Acer Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,"₹34,990",4.0,Not Found,4015
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,"₹44,990",3.5,Not Found,708
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,"₹38,990",4.0,Not Found,4988
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ524WS Thin...,"₹54,991",4.4,Not Found,3689
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹65,490",4.8,Not Found,903
MSI Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1205IN Thin and L...,"₹32,990",4.5,Not Found,2892
HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹99,990",4.2,Not Found,479
Lenovo IdeaPad Slim 5 Co-Pilot PC Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) 14Q8X9 Thin and...,"₹79,190",4.0,Not Found,3151
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,"₹51,890",4.3,Not Found,2308
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...","₹50,990",4.0,Not Found,639
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"₹22,990",3.7,Not Found,2852
CHUWI Intel Core i3 12th Gen 1220P - (8 GB/512 GB SSD/Windows 11 Home) Corebook X i3 Laptop,"₹23,990",4.0,Not Found,3830
MSI Prestige 13 Evo AI PC Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,"₹99,990",4.5,Not Found,2683
HP 250R G9 (2024) Intel Core i3 13th Gen Intel Core i3 - 1315U (13th Gen) - (8 GB/512 GB SSD/Windows 1...,"₹32,970",4.2,Not Found,1627
MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"₹63,990",4.0,Not Found,593
DELL Inspiron 5630 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5630 Lap...,"₹63,490",5.0,Not Found,3420
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,"₹39,990",4.3,Not Found,4975
Infinix X3 Slim Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) XL422 Thin and Light...,"₹35,990",4.2,Not Found,749
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,"₹49,990",4.3,Not Found,4564
Infinix Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,"₹47,990",4.3,Not Found,2879
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin an...,"₹45,990",4.2,Not Found,3991
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphic...,"₹2,44,990",4.4,Not Found,3958
"HP 255 G10 AMD Ryzen 3 Octa Core 13th Gen AMD Ryzen™ 3 7320U (up to 4.1 GHz, 4 cores, 8 threads) - (8 ...","₹26,990",3.9,Not Found,838
HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,"₹43,990",3.9,Not Found,290
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,"₹45,100",3.7,Not Found,2933
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,"₹51,990",4.2,Not Found,1548
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹56,999",4.2,Not Found,353
HP 15s Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and Light La...,"₹73,990",4.4,Not Found,3477
DELL Inspiron 5440 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thi...,"₹62,990",4.5,Not Found,2345
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,"₹50,090",4.3,Not Found,2365
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Ligh...,"₹52,990",4.3,Not Found,196
MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"₹49,990",4.1,Not Found,1753
DELL Vostro 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,"₹34,990",4.2,Not Found,3042
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (12 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹60,190",4.3,Not Found,3680
Lenovo V14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V14 ITL G2 Thin and Light ...,"₹36,749",4.1,Not Found,2980
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,"₹57,025",4.3,Not Found,4847
Acer Aspire Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light L...,"₹23,990",3.9,Not Found,4610
DELL Inspiron 3535 MSO 2024 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 0IN3535100...,"₹39,490",4.7,Not Found,4297
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...","₹69,490",4.3,Not Found,3761
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7/ 15IGL7 Thin...,"₹24,790",3.9,Not Found,1619
MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-072IN Thin...,"₹39,990",4.4,Not Found,1771
Lenovo Legion 5 Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,"₹1,22,690",4.6,Not Found,2462
Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,"₹36,099",4.2,Not Found,4098
Acer Aspire Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53 Notebook,"₹30,990",4.1,Not Found,2162
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,"₹1,19,990",4.4,Not Found,1344
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ522WS Thin...,"₹56,990",4.1,Not Found,2765
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,"₹45,022",4.2,Not Found,4953
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,"₹74,990",4.3,Not Found,4633
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,"₹46,990",4.4,Not Found,3043
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK523...,"₹46,990",4.4,Not Found,2369
Acer Predator Helios 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹1,89,990",4.0,Not Found,4165
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,"₹14,990",4.1,Not Found,3902
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVI...,"₹99,990",4.6,Not Found,3272
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹87,990",4.5,Not Found,517
MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,"₹41,990",4.3,Not Found,4266
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,"₹35,999",3.7,Not Found,1802
HP Pavilion Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2015TU Thin and Light...,"₹74,990",4.1,Not Found,2162
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,"₹41,990",4.4,Not Found,462
Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,"₹1,07,990",4.3,Not Found,3614
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹63,289",4.4,Not Found,3148
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Ligh...,"₹37,990",4.0,Not Found,2717
Lenovo V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,"₹31,340",4.2,Not Found,122
Apple MacBook Air Apple M4 - (16 GB/512 GB SSD/macOS Sequoia) MW0X3HN/A,"₹1,14,599",4.6,Not Found,3622
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,"₹37,990",4.3,Not Found,523
HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU 2 in 1 La...,"₹81,390",4.3,Not Found,852
DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 354...,"₹31,990",4.0,Not Found,3282
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK322...,"₹39,990",4.4,Not Found,198
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,"₹30,990",4.2,Not Found,3230
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,"₹20,990",4.1,Not Found,1130
MSI Modern 14 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-440IN / ...,"₹36,990",4.3,Not Found,873
ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,"₹41,990",4.4,Not Found,1810
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,"₹15,990",3.8,Not Found,4521
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹54,990",4.3,Not Found,3290
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Thin and Light Laptop,"₹25,990",4.0,Not Found,1519
Ultimus Neo Intel Core i3 10th Gen Neo - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-BK Thin and L...,"₹20,990",4.3,Not Found,4912
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹71,990",4.4,Not Found,890
Lenovo IdeaPad Slim 1 Intel Celeron Dual Core N4020 - (8 GB/256 GB SSD/Windows 11 Home) 14IGL7 Thin an...,"₹25,890",4.1,Not Found,3499
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A,"₹93,349",4.7,Not Found,467
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,"₹46,990",4.4,Not Found,1537
Lenovo IdeaPad Slim 5 Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) 16IMH9 Laptop,"₹83,990",4.7,Not Found,2147
HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light La...,"₹56,260",4.2,Not Found,2706
Acer Predator Helios 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,"₹1,84,990",3.7,Not Found,4828
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,"₹16,650",4.3,Not Found,2643
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,"₹1,14,990",4.4,Not Found,2807
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹70,990",4.2,Not Found,1033
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-062IN Thi...,"₹42,990",4.0,Not Found,2999
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,"₹39,900",3.7,Not Found,1282
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY33HN/A,"₹81,499",4.7,Not Found,1355
MSI Modern 14 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-671IN /...,"₹51,990",4.2,Not Found,931
Lenovo MSO'2024 AMD Ryzen 5 Hexa Core 5625U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Light...,"₹38,490",4.2,Not Found,188
MSI Modern 15 H AI Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"₹62,990",4.2,Not Found,3148
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin and...,"₹46,490",4.4,Not Found,1203
Acer Nitro V AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹62,990",4.3,Not Found,256
HP 250R G9 Intel Core i3 13th Gen i3-1315U up to 4.5 GHz with Intel Turbo Boost - (16 GB/512 GB SSD/Wi...,"₹34,099",4.4,Not Found,2389
Acer Swift Go 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01-X9C8 Thin and Light L...,"₹64,990",4.3,Not Found,497
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,"₹40,190",4.3,Not Found,3997
MSI Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1203IN Thin and ...,"₹42,990",4.2,Not Found,4769
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK325WS Th...,"₹33,991",4.6,Not Found,2489
Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,"₹59,990",4.2,Not Found,4697
Apple MacBook Air Apple M4 - (16 GB/256 GB SSD/macOS Sequoia) MW0Y3HN/A,"₹98,499",3.7,Not Found,705
HP OMEN AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,"₹1,50,990",4.4,Not Found,623
HP G9 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) 2...,"₹34,369",4.7,Not Found,3410
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,"₹41,990",4.0,Not Found,4780
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹82,990",4.2,Not Found,4247
Lenovo Intel Core i3 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) V14 Thin and Light Laptop,"₹33,100",4.2,Not Found,4466
Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 16I...,"₹58,991",4.3,Not Found,3140
Primebook Wifi MediaTek MT8183 - (4 GB/64 GB EMMC Storage/Prime OS) PB Wifi Thin and Light Laptop,"₹17,990",4.5,Not Found,857
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,"₹31,490",4.4,Not Found,3177
ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS...,"₹83,990",4.2,Not Found,3085
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,"₹39,990",4.0,Not Found,1454
MSI Modern 14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-063IN Thin...,"₹39,990",4.4,Not Found,3704
HP 15s Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0006TU Thin and Light Lap...,"₹39,990",4.1,Not Found,393
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","₹40,800",4.1,Not Found,3950
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB SSD/128 GB EMMC Storage/Windows 11 Home) NU14U4IN...,"₹11,990",3.4,Not Found,464
ASUS Vivobook 15 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ523WS Thin...,"₹50,990",4.1,Not Found,3565
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...","₹1,04,990",3.8,Not Found,2286
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,"₹52,680",4.1,Not Found,3204
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,"₹79,690",4.2,Not Found,1299
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,"₹52,990",3.8,Not Found,1373
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"₹25,990",3.8,Not Found,2995
DELL AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Lapt...,"₹39,990",4.3,Not Found,407
MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-613IN T...,"₹34,990",4.1,Not Found,3264
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,"₹37,990",3.8,Not Found,163
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,"₹24,990",4.5,Not Found,2448
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...","₹96,990",4.0,Not Found,3051
DELL Inspiron 7440 2-in-1 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 1...,"₹71,990",3.5,Not Found,1484
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ324WS Thin...,"₹37,490",4.2,Not Found,3058
DELL Inspiron Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511...,"₹59,839",4.2,Not Found,3860
Lenovo Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,"₹40,990",4.2,Not Found,2318
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,"₹33,990",4.2,Not Found,3464
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Ligh...,"₹35,990",3.7,Not Found,4513
DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 35...,"₹33,099",4.1,Not Found,2744
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A325-51 Thin and Light ...,"₹29,990",4.2,Not Found,2319
Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8 Laptop,"₹80,190",4.0,Not Found,2637
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A325-51 Thin and Light ...,"₹29,990",4.2,Not Found,2420
DELL inspiron 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Laptop ...,"₹36,490",4.1,Not Found,2983
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 15IRU8 Thin and...,"₹38,990",3.9,Not Found,2620
Ultimus Neo Intel Core i3 10th Gen 1035G4 - (8 GB/256 GB SSD/Windows 11 Home) NU14U3INT54BN-SG Thin an...,"₹20,990",4.1,Not Found,3248
MSI Modern 15 H AI Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H AI C1MG-04...,"₹52,989",3.6,Not Found,4874
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Hom...","₹37,990",3.9,Not Found,438
Lenovo IdeaPad 3 Chrome Intel Celeron Dual Core N4500 - (8 GB/Chrome OS) 15IJL6 Chromebook,"₹24,190",4.4,Not Found,2498
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,"₹32,900",4.4,Not Found,4615
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹67,990",4.3,Not Found,4159
MSI Thin A15 AMD Ryzen 7 Octa Core 7735HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹89,990",4.0,Not Found,4952
